work_year,experience_level,employment_type,job_title,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary
2022,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2022,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2022,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2022,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2022,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2022,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2024,MI,FT,Data Modeler,USD,185800,US,0,US,M,185800
2024,SE,FT,Data Engineer,USD,185800,US,100,US,M,185800
2024,SE,FT,Data Scientist,USD,185800,US,100,US,M,185800
2024,EN,FT,Machine Learning Engineer,USD,185800,US,100,US,M,185800
2024,MI,FT,Machine Learning Engineer,USD,185800,US,100,US,M,185800
2022,SE,FT,Data Engineer,USD,185800,CA,100,CA,M,185800
2023,MI,FT,Analytics Engineer,USD,185700,US,0,US,M,185700
2024,SE,FT,Data Engineer,USD,185500,US,100,US,M,185500
2024,SE,FT,Data Science,USD,185490,US,0,US,M,185490
2024,SE,FT,Data Scientist,USD,185400,US,0,US,M,185400
2024,SE,FT,Data Scientist,USD,185400,US,100,US,M,185400
2023,SE,FT,Data Scientist,USD,185400,US,100,US,M,185400
2022,SE,FT,Data Science Manager,USD,185400,US,0,US,M,185400
2023,SE,FT,Data Analyst,USD,185100,US,0,US,M,185100
2023,SE,FT,Data Analyst,USD,185100,US,100,US,M,185100
2023,SE,FT,Data Engineer,USD,185100,US,100,US,M,185100
2022,SE,FT,Data Scientist,USD,185100,US,100,US,M,185100
2024,SE,FT,Data Scientist,USD,185000,US,0,US,M,185000
2024,SE,FT,Data Scientist,USD,185000,US,0,US,M,185000
2024,SE,FT,Data Scientist,USD,185000,US,0,US,M,185000
2024,SE,FT,Data Scientist,USD,185000,US,0,US,M,185000
2024,SE,FT,Machine Learning Engineer,USD,185000,US,0,US,M,185000
2024,MI,FT,Data Engineer,USD,185000,US,0,US,L,185000
2024,MI,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2024,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2024,SE,FT,Data Engineer,USD,185000,US,100,US,M,185000
2024,SE,FT,Data Analyst,USD,185000,US,0,US,M,185000
2024,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2024,MI,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2024,SE,FT,Data Analyst,USD,185000,US,0,US,M,185000
2024,SE,FT,Machine Learning Engineer,USD,185000,US,0,US,M,185000
2024,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2024,SE,FT,Data Science,USD,185000,US,0,US,M,185000
2024,SE,FT,Data Engineer,USD,185000,US,0,US,M,185000
2024,MI,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2024,SE,FT,Data Engineer,USD,185000,US,0,US,M,185000
2024,SE,FT,Data Science Lead,USD,185000,US,0,US,M,185000
2024,SE,FT,Machine Learning Engineer,USD,185000,US,0,US,M,185000
2024,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2024,SE,FT,Computer Vision Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Scientist,USD,185000,CA,0,CA,M,185000
2023,MI,FT,Data Engineer,USD,185000,US,100,US,M,185000
2023,MI,FT,Business Intelligence Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Science,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Scientist,USD,185000,US,0,US,M,185000
2023,MI,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Machine Learning Engineer,USD,185000,US,100,US,M,185000
2023,MI,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Data Architect,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Scientist,USD,185000,US,0,US,M,185000
2023,MI,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Data Architect,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Engineer,USD,185000,US,100,US,M,185000
2023,EX,FT,Data Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,EX,FT,Research Scientist,USD,185000,US,0,US,M,185000
2023,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Research Scientist,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Scientist,USD,185000,US,100,US,M,185000
2023,SE,FT,Data Engineer,USD,185000,US,100,US,M,185000
2023,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Data Architect,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Architect,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Data Scientist,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Analyst,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Scientist,USD,185000,US,100,US,M,185000
2023,SE,FT,Research Analyst,USD,185000,US,0,US,L,185000
2023,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Data Scientist,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Scientist,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Scientist,USD,185000,US,0,US,M,185000
2023,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Analytics Engineer,USD,185000,US,100,US,M,185000
2023,SE,FT,Research Analyst,USD,185000,US,0,US,M,185000
2023,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Research Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Machine Learning Infrastructure Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Infrastructure Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Machine Learning Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Scientist,USD,185000,US,100,US,M,185000
2023,SE,FT,Machine Learning Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Scientist,USD,185000,US,0,US,M,185000
2023,MI,FT,Research Scientist,USD,185000,US,100,US,M,185000
2023,SE,FT,Data Scientist,USD,185000,US,0,US,M,185000
2023,MI,FT,Data Scientist,USD,185000,US,0,US,M,185000
2023,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Data Analyst,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Science Manager,USD,185000,US,100,US,M,185000
2023,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2021,SE,FT,Staff Machine Learning Engineer,USD,185000,US,50,US,M,185000
2023,SE,FT,Data Visualization Specialist,USD,185000,US,0,US,M,185000
2023,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Data Scientist,USD,185000,US,0,US,L,185000
2023,SE,FT,Data Engineer,USD,185000,US,0,US,M,185000
2023,EX,FT,Data Scientist,USD,185000,US,0,US,M,185000
2023,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Data Scientist,USD,185000,US,0,US,M,185000
2023,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Machine Learning Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,SE,FT,Business Intelligence Engineer,USD,185000,US,0,US,L,185000
2023,EX,FT,Data Scientist,USD,185000,US,0,US,M,185000
2023,SE,FT,Machine Learning Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Engineer,USD,185000,US,100,US,M,185000
2023,SE,FT,Data Engineer,USD,185000,US,100,US,M,185000
2023,SE,FT,Data Scientist,USD,185000,US,100,US,M,185000
2023,EX,FT,Data Scientist,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Engineer,USD,185000,US,100,US,M,185000
2023,SE,FT,Data Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Research Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Analyst,USD,185000,US,100,US,M,185000
2023,SE,FT,Data Analyst,USD,185000,US,100,US,M,185000
2023,MI,FT,Research Scientist,USD,185000,US,100,US,M,185000
2023,MI,FT,Research Scientist,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Scientist,USD,185000,US,100,US,M,185000
2023,SE,FT,Data Scientist,USD,185000,GB,0,GB,M,185000
2023,SE,FT,Data Scientist,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Scientist,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Scientist,USD,185000,US,100,US,M,185000
2023,SE,FT,Computer Vision Engineer,USD,185000,US,0,US,M,185000
2022,SE,FT,ML Engineer,USD,185000,US,100,US,M,185000
2022,SE,FT,Machine Learning Engineer,USD,185000,MX,100,MX,M,185000
2022,SE,FT,Data Scientist,USD,185000,US,100,US,M,185000
2022,SE,FT,Data Scientist,USD,185000,US,100,US,M,185000
2022,SE,FT,Data Engineer,USD,185000,US,100,US,M,185000
2022,SE,FT,Data Scientist,USD,185000,US,100,US,M,185000
2021,SE,FT,Machine Learning Engineer,USD,185000,US,50,US,L,185000
2021,SE,FT,Principal Data Engineer,USD,185000,US,100,US,L,185000
2023,SE,FT,Machine Learning Engineer,USD,184950,US,0,US,M,184950
2023,SE,FT,Machine Learning Engineer,USD,184950,US,0,US,M,184950
2024,SE,FT,Machine Learning Engineer,USD,184900,US,100,US,M,184900
2024,SE,FT,Machine Learning Engineer,USD,184800,CA,100,CA,M,184800
2024,MI,FT,Research Scientist,USD,184800,US,0,US,M,184800
2024,SE,FT,Data Scientist,USD,184800,US,0,US,M,184800
2023,SE,FT,Research Engineer,USD,184800,US,0,US,M,184800
2023,SE,FT,Data Scientist,USD,184800,US,0,US,M,184800
2023,SE,FT,Machine Learning Engineer,USD,184800,US,0,US,M,184800
2023,SE,FT,Research Engineer,USD,184800,US,0,US,M,184800
2023,SE,FT,Data Scientist,USD,184800,US,0,US,M,184800
2023,SE,FT,Data Engineer,USD,184800,US,0,US,M,184800
2024,SE,FT,Research Scientist,USD,184700,US,0,US,M,184700
2023,SE,FT,Research Scientist,USD,184700,US,0,US,M,184700
2023,SE,FT,Machine Learning Engineer,USD,184700,US,0,US,M,184700
2023,SE,FT,Machine Learning Engineer,USD,184700,US,0,US,M,184700
2023,SE,FT,Data Scientist,USD,184700,US,0,US,M,184700
2023,SE,FT,Data Scientist,USD,184700,US,0,US,M,184700
2023,SE,FT,Machine Learning Engineer,USD,184700,US,0,US,M,184700
2023,SE,FT,Data Scientist,USD,184700,US,0,US,M,184700
2023,SE,FT,Data Scientist,USD,184700,US,0,US,M,184700
2023,SE,FT,Research Scientist,USD,184700,US,0,US,M,184700
2023,SE,FT,Machine Learning Engineer,USD,184700,US,0,US,M,184700
2022,SE,FT,Analytics Engineer,USD,184700,US,0,US,M,184700
2024,SE,FT,Data Engineer,USD,184662,US,0,US,M,184662
2023,SE,FT,Data Engineer,USD,184600,US,0,US,M,184600
2023,SE,FT,Computer Vision Engineer,USD,184590,US,0,US,M,184590
2023,SE,FT,Data Scientist,USD,184250,US,0,US,M,184250
2023,SE,FT,Data Scientist,USD,184184,US,100,US,M,184184
2024,EN,FT,Data Analyst,USD,184180,US,0,US,M,184180
2022,SE,FT,Data Engineer,USD,184100,US,0,US,M,184100
2022,SE,FT,Data Engineer,USD,184100,US,0,US,M,184100
2024,SE,FT,Data Engineer,USD,184000,US,0,US,M,184000
2024,SE,FT,Data Architect,USD,184000,US,0,US,M,184000
2024,SE,FT,Data Engineer,USD,184000,US,0,US,M,184000
2024,MI,FT,Data Engineer,USD,184000,US,0,US,M,184000
2024,MI,FT,Data Engineer,USD,184000,US,0,US,M,184000
2024,SE,FT,Data Engineer,USD,184000,US,0,US,M,184000
2024,MI,FT,Data Engineer,USD,184000,US,0,US,M,184000
2023,SE,FT,Prompt Engineer,USD,184000,US,0,US,M,184000
2023,SE,FT,Data Architect,USD,184000,US,0,US,M,184000
2023,MI,FT,Data Engineer,USD,184000,US,0,US,M,184000
2023,SE,FT,Data Engineer,USD,184000,US,0,US,M,184000
2023,MI,FT,Data Engineer,USD,184000,US,0,US,M,184000
2023,SE,FT,Applied Scientist,USD,184000,US,100,US,M,184000
2023,SE,FT,Data Engineer,USD,184000,US,0,US,M,184000
2023,SE,FT,Applied Scientist,USD,184000,US,100,US,M,184000
2023,SE,FT,Applied Scientist,USD,184000,US,100,US,M,184000
2023,SE,FT,Data Engineer,USD,184000,US,0,US,M,184000
2023,SE,FT,Data Engineer,USD,184000,US,0,US,M,184000
2023,SE,FT,Data Engineer,USD,184000,US,0,US,M,184000
2023,SE,FT,Data Engineer,USD,184000,US,0,US,M,184000
2023,SE,FT,Data Engineer,USD,184000,US,0,US,M,184000
2023,SE,FT,Applied Scientist,USD,184000,US,100,US,M,184000
2023,SE,FT,Machine Learning Engineer,USD,184000,US,0,US,M,184000
2023,SE,FT,Applied Scientist,USD,184000,US,100,US,M,184000
2023,SE,FT,Applied Scientist,USD,184000,US,100,US,M,184000
2023,SE,FT,Applied Scientist,USD,184000,US,100,US,M,184000
2023,SE,FT,Machine Learning Engineer,USD,184000,US,0,US,M,184000
2023,SE,FT,Applied Scientist,USD,184000,US,0,US,M,184000
2023,SE,FT,Data Scientist,USD,184000,US,0,US,M,184000
2023,SE,FT,Applied Scientist,USD,184000,US,100,US,M,184000
2023,SE,FT,Applied Scientist,USD,184000,US,0,US,M,184000
2023,SE,FT,Machine Learning Engineer,USD,184000,US,100,US,M,184000
2023,SE,FT,Data Scientist,USD,184000,US,0,US,M,184000
2023,SE,FT,Machine Learning Engineer,USD,184000,US,100,US,M,184000
2023,SE,FT,Applied Scientist,USD,184000,US,100,US,M,184000
2023,SE,FT,Applied Scientist,USD,184000,US,100,US,M,184000
2023,SE,FT,Machine Learning Engineer,USD,184000,US,100,US,M,184000
2023,SE,FT,Data Infrastructure Engineer,USD,184000,US,100,US,M,184000
2023,SE,FT,Machine Learning Engineer,USD,184000,US,0,US,M,184000
2023,SE,FT,Applied Scientist,USD,184000,US,100,US,M,184000
2022,SE,FT,Applied Scientist,USD,184000,US,100,US,M,184000
2022,SE,FT,Applied Scientist,USD,184000,US,100,US,M,184000
2022,SE,FT,Applied Scientist,USD,184000,US,100,US,M,184000
2022,SE,FT,Applied Scientist,USD,184000,US,100,US,M,184000
2023,SE,FT,Data Scientist,USD,183924,US,0,US,M,183924
2023,SE,FT,Data Scientist,USD,183900,US,0,US,M,183900
2023,SE,FT,ML Engineer,USD,183750,US,0,US,M,183750
2023,SE,FT,Data Engineer,USD,183600,US,0,US,M,183600
2022,SE,FT,Machine Learning Software Engineer,USD,183600,CA,100,CA,M,183600
2022,SE,FT,Data Engineer,USD,183600,US,100,US,L,183600
2023,SE,FT,Analytics Engineer,USD,183540,US,0,US,M,183540
2023,SE,FT,Data Scientist,USD,183500,US,100,US,M,183500
2023,SE,FT,ML Engineer,USD,183500,US,100,US,M,183500
2023,SE,FT,Data Engineer,USD,183500,US,100,US,M,183500
2023,SE,FT,Analytics Engineer,USD,183500,US,100,US,M,183500
2023,SE,FT,Data Scientist,USD,183500,US,100,US,M,183500
2023,SE,FT,Data Scientist,USD,183500,US,100,US,M,183500
2023,SE,FT,Data Scientist,USD,183500,US,100,US,M,183500
2023,SE,FT,Data Scientist,USD,183500,US,100,US,M,183500
2023,SE,FT,Analytics Engineer,USD,183500,US,100,US,M,183500
2023,SE,FT,Data Scientist,USD,183500,US,100,US,M,183500
2023,SE,FT,Data Scientist,USD,183500,US,100,US,M,183500
2023,SE,FT,Data Engineer,USD,183414,US,0,US,M,183414
2023,SE,FT,Data Engineer,USD,183414,US,0,US,M,183414
2024,EX,FT,ML Engineer,USD,183400,US,0,US,M,183400
2024,EX,FT,ML Engineer,USD,183400,US,0,US,M,183400
2023,MI,FT,Data Engineer,USD,183310,US,0,US,M,183310
2023,MI,FT,Data Infrastructure Engineer,USD,183310,US,0,US,M,183310
2023,MI,FT,Data Scientist,USD,183310,US,0,US,M,183310
2023,MI,FT,Data Scientist,USD,183310,US,0,US,M,183310
2023,SE,FT,Data Scientist,USD,183284,US,100,US,M,183284
2023,MI,FT,Data Scientist,USD,183200,US,0,US,M,183200
2024,SE,FT,Machine Learning Engineer,USD,183000,US,0,US,M,183000
2024,SE,FT,Data Scientist,USD,183000,US,100,US,M,183000
2024,SE,FT,Computer Vision Engineer,USD,183000,US,100,US,M,183000
2023,SE,FT,Data Architect,USD,183000,US,0,US,M,183000
2023,MI,FT,Data Engineer,USD,183000,CA,100,CA,M,183000
2023,SE,FT,Data Engineer,USD,183000,US,0,US,M,183000
2023,SE,FT,Data Engineer,USD,183000,CA,0,CA,M,183000
2023,SE,FT,Data Scientist,USD,183000,US,100,US,M,183000
2023,SE,FT,Data Scientist,USD,183000,US,100,US,M,183000
2023,SE,FT,Data Scientist,USD,183000,US,0,US,M,183000
2022,SE,FT,ML Engineer,USD,183000,US,100,US,M,183000
2022,SE,FT,Data Scientist Lead,USD,183000,US,100,US,L,183000
2023,SE,FT,ETL Developer,USD,182850,US,100,US,M,182850
2023,SE,FT,ETL Developer,USD,182850,US,100,US,M,182850
2023,SE,FT,Applied Scientist,USD,182750,US,0,US,M,182750
2023,SE,FT,Machine Learning Scientist,USD,182750,US,100,US,M,182750
2023,SE,FT,Data Engineer,USD,182750,US,100,US,M,182750
2022,SE,FT,Data Scientist,USD,182750,US,100,US,M,182750
2024,SE,FT,Data Engineer,USD,182600,US,0,US,M,182600
2023,SE,FT,Data Engineer,USD,182500,US,100,US,M,182500
2023,SE,FT,Data Scientist,USD,182500,US,0,US,M,182500
2023,SE,FT,Decision Scientist,USD,182500,US,100,US,M,182500
2023,MI,FT,Data Analyst,USD,182500,US,0,US,M,182500
2022,SE,FT,Data Engineer,USD,182500,US,100,US,M,182500
2023,SE,FT,Data Scientist,USD,182250,US,0,US,M,182250
2023,SE,FT,Machine Learning Engineer,USD,182200,US,0,US,M,182200
2023,SE,FT,Research Scientist,USD,182200,US,0,US,M,182200
2023,SE,FT,Machine Learning Engineer,USD,182200,US,100,US,M,182200
2023,SE,FT,Machine Learning Engineer,USD,182200,US,0,US,M,182200
2023,SE,FT,Data Scientist,USD,182200,US,100,US,M,182200
2022,EX,FT,Data Science Manager,USD,182160,US,0,US,M,182160
2024,SE,FT,Machine Learning Engineer,USD,182000,US,0,US,M,182000
2024,SE,FT,Machine Learning Engineer,USD,182000,US,100,US,M,182000
2024,SE,FT,Machine Learning Engineer,USD,182000,US,0,US,M,182000
2024,EX,FT,Head of Data,USD,182000,US,0,US,M,182000
2023,SE,FT,Data Analyst,USD,182000,US,100,US,M,182000
2023,SE,FT,Data Engineer,USD,182000,US,100,US,M,182000
2023,SE,FT,Data Scientist,USD,182000,US,0,US,M,182000
2023,SE,FT,Data Scientist,USD,182000,US,0,US,M,182000
2023,SE,FT,Data Engineer,USD,182000,US,100,US,M,182000
2022,SE,FT,Data Engineer,USD,182000,US,100,US,M,182000
2022,SE,FT,Data Engineer,USD,181940,US,0,US,M,181940
2024,EX,FT,Data Scientist,USD,181900,US,0,US,M,181900
2023,MI,FT,Data Engineer,USD,181700,US,0,US,M,181700
2024,EN,FT,Data Analyst,USD,181610,US,0,US,M,181610
2023,SE,FT,Analytics Engineer,USD,181500,US,0,US,M,181500
2023,SE,FT,Data Engineer,USD,181500,US,0,US,M,181500
2023,SE,FT,Data Engineer,USD,181500,US,0,US,M,181500
2023,SE,FT,Data Scientist,USD,181500,US,0,US,M,181500
2023,SE,FT,Data Engineer,USD,181500,US,0,US,M,181500
2023,SE,FT,Data Engineer,USD,181500,US,0,US,M,181500
2023,MI,FT,Data Engineer,USD,181500,US,0,US,M,181500
2024,MI,FT,Business Intelligence Analyst,USD,181280,US,0,US,M,181280
2024,SE,FT,Data Engineer,USD,181100,US,0,US,M,181100
2024,SE,FT,Robotics Engineer,USD,181000,US,0,US,M,181000
2024,SE,FT,Data Engineer,USD,181000,US,0,US,M,181000
2023,SE,FT,Data Scientist,USD,181000,CA,0,CA,M,181000
2023,SE,FT,Data Scientist,USD,181000,CA,0,CA,M,181000
2023,SE,FT,Data Scientist,USD,181000,CA,0,CA,M,181000
2023,SE,FT,Machine Learning Engineer,USD,181000,US,0,US,M,181000
2024,SE,FT,Analytics Engineer,USD,180700,US,100,US,M,180700
2024,EN,FT,Data Analyst,USD,180700,US,0,US,M,180700
2023,SE,FT,Data Scientist,USD,180560,US,0,US,M,180560
2023,SE,FT,Data Engineer,USD,180514,GB,100,GB,M,180514
2023,SE,FT,Machine Learning Scientist,USD,180514,US,100,US,M,180514
2023,SE,FT,Data Engineer,USD,180514,GB,100,GB,M,180514
2023,SE,FT,Machine Learning Scientist,USD,180514,US,100,US,M,180514
2023,SE,FT,Machine Learning Scientist,USD,180514,GB,100,GB,M,180514
2023,SE,FT,Data Engineer,USD,180514,GB,100,GB,M,180514
2023,SE,FT,Machine Learning Scientist,USD,180514,GB,100,GB,M,180514
2023,SE,FT,Data Engineer,USD,180514,GB,100,GB,M,180514
2024,SE,FT,Machine Learning Engineer,USD,180500,US,0,US,M,180500
2024,SE,FT,Data Engineer,USD,180500,US,0,US,M,180500
2023,SE,FT,Data Engineer,USD,180500,US,0,US,M,180500
2023,SE,FT,AI Engineer,USD,180500,US,100,US,M,180500
2023,EX,FT,Data Engineer,USD,180500,US,0,US,M,180500
2024,SE,FT,Data Analyst,USD,180400,US,0,US,M,180400
2023,SE,FT,Data Analyst,USD,180400,US,0,US,M,180400
2023,SE,FT,Data Analyst,USD,180400,US,0,US,M,180400
2023,SE,FT,Data Analyst,USD,180400,US,0,US,M,180400
2023,SE,FT,Data Analyst,USD,180400,US,0,US,M,180400
2023,SE,FT,Data Scientist,USD,180300,US,100,US,M,180300
2023,SE,FT,Machine Learning Engineer,USD,180300,US,0,US,M,180300
2023,SE,FT,Data Scientist,USD,180250,US,100,US,M,180250
2023,SE,FT,Machine Learning Engineer,USD,180240,US,0,US,M,180240
2023,SE,FT,ML Engineer,USD,180200,US,0,US,M,180200
2023,SE,FT,Data Analyst,USD,180180,US,0,US,M,180180
2023,SE,FT,Data Analyst,USD,180180,US,0,US,M,180180
2023,SE,FT,Data Analyst,USD,180180,US,0,US,M,180180
2023,SE,FT,Data Analyst,USD,180180,US,0,US,M,180180
2023,SE,FT,Data Analyst,USD,180180,US,0,US,M,180180
2024,MI,FT,Data Science,USD,180000,US,0,US,M,180000
2024,EX,FT,Business Intelligence Analyst,USD,180000,US,0,US,M,180000
2024,SE,FT,Data Engineer,USD,180000,US,100,US,M,180000
2024,SE,FT,Machine Learning Infrastructure Engineer,USD,180000,US,0,US,M,180000
2024,MI,FT,Data Science,USD,180000,US,0,US,M,180000
2024,MI,FT,Data Science Manager,USD,180000,US,0,US,M,180000
2024,SE,FT,Analytics Engineer,USD,180000,US,0,US,M,180000
2024,SE,FT,Research Scientist,USD,180000,US,0,US,M,180000
2024,SE,FT,AI Engineer,USD,180000,US,0,US,M,180000
2024,SE,FT,Data Engineer,USD,180000,CA,0,CA,M,180000
2024,SE,FT,Research Engineer,USD,180000,US,0,US,M,180000
2024,SE,FT,Data Scientist,USD,180000,US,0,US,M,180000
2024,SE,FT,Data Scientist,USD,180000,US,0,US,M,180000
2024,SE,FT,Data Scientist,USD,180000,US,0,US,M,180000
2024,MI,FT,Data Science Manager,USD,180000,US,0,US,M,180000
2024,SE,FT,Data Science,USD,180000,US,0,US,M,180000
2024,SE,FT,Research Scientist,USD,180000,US,100,US,M,180000
2024,SE,FT,Research Scientist,USD,180000,US,0,US,M,180000
2024,SE,FT,Data Engineer,USD,180000,US,0,US,M,180000
2024,SE,FT,Machine Learning Engineer,USD,180000,US,0,US,M,180000
2024,EX,FT,Data Architect,USD,180000,US,100,US,M,180000
2024,SE,FT,Analytics Engineer,USD,180000,US,0,US,M,180000
2024,SE,FT,Applied Scientist,USD,180000,US,100,US,M,180000
2024,MI,FT,Data Scientist,USD,180000,US,0,US,M,180000
2024,SE,FT,Data Scientist,USD,180000,US,0,US,M,180000
2024,SE,FT,Data Scientist,USD,180000,US,0,US,M,180000
2024,SE,FT,Analytics Engineer,USD,180000,CA,100,CA,M,180000
2024,SE,FT,Machine Learning Engineer,USD,180000,US,0,US,M,180000
2024,SE,FT,Data Engineer,USD,180000,US,0,US,M,180000
2024,SE,FT,Data Scientist,USD,180000,US,0,US,M,180000
2024,MI,FT,Data Engineer,USD,180000,US,0,US,M,180000
2024,MI,FT,Machine Learning Engineer,USD,180000,US,0,US,M,180000
